1 -2 -2 -1 2 769
1 -2 -2 1 2 770
-2 -3 -3 0 2 771
-1 -3 -2 -1 1 775
-1 -3 -2 1 1 779
-2 -3 -2 0 1 783
-1 -2 -3 -1 1 787
-2 -3 -3 -2 0 791
-2 -3 -2 -1 0 799
-1 -2 -3 1 1 803
-2 -3 -3 1 1 811
-2 -3 -2 1 0 815
-2 -2 -3 0 1 819
-2 -2 -3 -1 0 823
-2 -2 -3 1 0 827
-3 -3 -3 -2 -1 831
-3 -2 -2 -1 -2 895
-3 -2 -2 1 -2 959
-3 -2 -2 0 -3 1023
1 -1 1 -1 2 1024
0 -2 1 -1 2 1028
-1 -2 1 -2 2 1029
-1 -2 2 -1 2 1036
-2 -3 1 -2 2 1037
-2 -3 1 -1 1 1039
-1 -1 2 -2 2 1092
-2 -2 1 -3 2 1093
-2 -2 3 -1 2 1100
-3 -3 1 -3 2 1101
-3 -3 1 -2 1 1103
-2 -1 1 -3 1 1109
-3 -2 1 -3 1 1117
-3 -2 1 -2 0 1119
-2 -1 3 -1 1 1228
-3 -2 3 -2 0 1229
-3 -2 2 -1 0 1231
-3 -1 2 -2 0 1245
-3 -2 1 -1 -1 1247
-3 -1 1 -1 -2 1279
1 -2 0 -1 2 1280
1 -2 -1 -2 2 1281
1 -2 1 -2 2 1284
-2 -3 0 -3 2 1285
-1 -3 -1 -2 1 1287
-1 -3 1 -2 1 1293
-2 -3 0 -2 1 1295
-1 -2 -1 -3 1 1301
-2 -3 -2 -3 0 1303
-2 -3 -1 -2 0 1311
-1 -2 1 -3 1 1349
-2 -3 1 -3 1 1357
-2 -3 1 -2 0 1359
-2 -2 0 -3 1 1365
-2 -2 -1 -3 0 1367
-2 -2 1 -3 0 1373
-3 -3 -2 -3 -1 1375
-3 -2 -1 -2 -2 1407
-3 -2 1 -2 -2 1503
-3 -2 0 -2 -3 1535
2 -2 -1 -1 2 1792
1 -3 -2 -2 2 1793
1 -3 -2 -1 1 1795
1 -3 -1 -2 1 1797
0 -3 -2 -2 1 1799
-1 -3 -1 -1 0 1807
-1 -3 -2 -2 0 1815
-2 -3 -2 -2 -1 1823
-2 -3 -2 -1 -2 1855
-2 -3 -1 -2 -2 1887
-3 -3 -2 -2 -2 1919
-3 -2 -1 -1 -3 2047
1 -1 1 1 2 2048
0 -2 1 1 2 2056
-1 -2 1 2 2 2058
-1 -2 2 1 2 2060
-2 -3 1 2 2 2062
-2 -3 1 1 1 2063
-1 -1 2 2 2 2184
-2 -2 1 3 2 2186
-2 -2 3 1 2 2188
-3 -3 1 3 2 2190
-3 -3 1 1 0 2191
-2 -1 1 3 1 2218
-3 -2 1 3 1 2222
-3 -2 1 2 0 2223
-2 -1 3 1 1 2252
-3 -2 3 1 1 2254
-3 -2 2 1 0 2255
-3 -1 2 2 0 2286
-3 -2 1 1 -1 2287
-3 -1 1 1 -2 2303
1 -2 0 1 2 2560
1 -2 -1 2 2 2562
1 -2 1 2 2 2568
-2 -3 0 3 2 2570
-1 -3 -1 2 1 2571
-1 -3 1 2 1 2574
-2 -3 0 1 0 2575
-1 -2 -1 3 1 2602
-2 -3 -2 3 0 2603
-2 -3 -1 2 0 2607
-1 -2 1 3 1 2698
-2 -3 1 3 1 2702
-2 -3 1 2 0 2703
-2 -2 0 3 1 2730
-2 -2 -1 3 0 2731
-2 -2 1 3 0 2734
-3 -3 -2 3 -1 2735
-3 -2 -1 2 -2 2751
-3 -2 1 2 -2 2799
-3 -2 0 1 -2 2815
2 -2 -1 1 2 2816
1 -3 -2 2 2 2818
1 -3 -2 1 1 2819
1 -3 -1 2 1 2826
0 -3 -2 1 0 2827
-1 -3 -1 1 0 2831
-1 -3 -2 2 0 2859
-2 -3 -2 2 -1 2863
-2 -3 -2 1 -2 2879
-2 -3 -1 2 -2 2991
-3 -3 -2 1 -3 3007
-3 -2 -1 1 -3 3071
1 -2 1 0 2 3072
1 -2 2 -1 2 3076
1 -2 2 1 2 3080
-2 -3 3 0 2 3084
-1 -3 2 -1 1 3085
-1 -3 2 1 1 3086
-2 -3 1 0 0 3087
-1 -2 3 -1 1 3148
-2 -3 3 -2 0 3149
-2 -3 2 -1 0 3151
-1 -2 3 1 1 3212
-2 -3 3 1 1 3214
-2 -3 2 1 0 3215
-2 -2 3 0 1 3276
-2 -2 3 -1 0 3277
-2 -2 3 1 0 3278
-3 -3 1 0 -1 3279
-3 -2 2 -1 -2 3295
-3 -2 2 1 -2 3311
-3 -2 1 0 -2 3327
2 -2 1 -1 2 3328
1 -3 1 -1 2 3332
1 -3 1 -2 1 3333
1 -3 2 -1 1 3340
0 -3 1 -2 0 3341
-1 -3 1 -1 0 3343
-1 -3 2 -2 0 3405
-2 -3 1 -1 -1 3407
-2 -3 1 -2 -2 3423
-2 -3 2 -1 -2 3535
-3 -3 1 -2 -3 3551
-3 -2 1 -1 -3 3583
2 -2 1 1 2 3584
1 -3 1 1 2 3592
1 -3 1 2 1 3594
1 -3 2 1 1 3596
0 -3 1 1 1 3598
-1 -3 1 1 0 3599
-1 -3 2 2 0 3726
-2 -3 1 1 -1 3727
-2 -3 1 2 -2 3759
-2 -3 2 1 -2 3791
-3 -3 1 1 -2 3823
-3 -2 1 1 -3 3839
1 -3 0 0 2 3840
2 -3 -1 -1 1 3841
2 -3 -1 1 1 3842
1 -3 -2 0 0 3843
2 -3 1 -1 1 3844
1 -3 0 -2 0 3845
1 -3 -1 -1 0 3847
2 -3 1 1 1 3848
1 -3 0 1 1 3850
1 -3 -1 1 0 3851
1 -3 1 0 1 3852
1 -3 1 -1 0 3853
1 -3 1 1 0 3854
-2 -3 0 0 -1 3855
-1 -3 -1 -1 -2 3871
-1 -3 -1 1 -2 3887
-2 -3 -2 0 -3 3903
-1 -3 1 -1 -2 3919
-2 -3 0 -2 -3 3935
-2 -3 -1 -1 -3 3967
-1 -3 1 1 -2 3983
-2 -3 0 1 -2 4015
-2 -3 -1 1 -3 4031
-2 -3 1 0 -2 4047
-2 -3 1 -1 -3 4063
-2 -3 1 1 -3 4079
-3 -3 -2 0 -3 4095
1 1 -1 -1 2 4096
0 1 -2 -1 2 4112
-1 1 -2 -2 2 4113
-1 2 -2 -1 2 4144
-2 1 -3 -2 2 4145
-2 1 -3 -1 1 4147
-1 2 -1 -2 2 4176
-2 1 -2 -3 2 4177
-2 1 -1 -3 1 4181
-2 3 -2 -1 2 4208
-3 1 -3 -3 2 4209
-3 1 -3 -2 1 4211
-3 1 -2 -3 1 4213
-3 1 -2 -2 0 4215
-2 3 -1 -1 1 4336
-3 3 -2 -2 0 4337
-3 2 -2 -1 0 4339
-3 2 -1 -2 0 4341
-3 1 -2 -1 -1 4343
-3 1 -1 -1 -2 4351
1 0 -2 -1 2 4352
1 -1 -2 -2 2 4353
1 1 -2 -2 2 4368
-2 0 -3 -3 2 4369
-1 -1 -3 -2 1 4371
-1 -1 -2 -3 1 4373
-2 -2 -3 -3 0 4375
-1 1 -3 -2 1 4401
-2 0 -3 -2 1 4403
-2 -1 -3 -2 0 4407
-1 1 -2 -3 1 4433
-2 0 -2 -3 1 4437
-2 -1 -2 -3 0 4439
-2 1 -3 -3 1 4465
-2 1 -3 -2 0 4467
-2 1 -2 -3 0 4469
-3 -2 -3 -3 -1 4471
-3 -1 -2 -2 -2 4479
-3 1 -2 -2 -2 4599
-3 0 -2 -2 -3 4607
2 -1 -2 -1 2 4864
1 -2 -3 -2 2 4865
1 -2 -3 -1 1 4867
1 -1 -3 -2 1 4881
0 -2 -3 -2 1 4883
-1 -2 -3 -2 0 4887
-1 -1 -3 -1 0 4915
-2 -2 -3 -2 -1 4919
-2 -2 -3 -1 -2 4927
-2 -1 -3 -2 -2 4983
-3 -2 -3 -2 -2 4991
-3 -1 -2 -1 -3 5119
2 -1 -1 -2 2 5376
1 -2 -2 -3 2 5377
1 -2 -1 -3 1 5381
1 -1 -2 -3 1 5393
0 -2 -2 -3 1 5397
-1 -2 -2 -3 0 5399
-1 -1 -1 -3 0 5461
-2 -2 -2 -3 -1 5463
-2 -2 -1 -3 -2 5471
-2 -1 -2 -3 -2 5495
-3 -2 -2 -3 -2 5503
-3 -1 -1 -2 -3 5631
2 -1 -1 -1 1 5888
1 -3 -3 -3 2 5889
1 -3 -3 -2 1 5891
1 -3 -2 -3 1 5893
1 -3 -2 -2 0 5895
1 -2 -3 -3 1 5905
1 -2 -3 -2 0 5907
1 -2 -2 -3 0 5909
-2 -3 -3 -3 -1 5911
-1 -3 -2 -2 -2 5919
-1 -2 -3 -2 -2 5943
-2 -3 -3 -2 -2 5951
-1 -2 -2 -3 -2 5975
-2 -3 -2 -3 -2 5983
-2 -2 -3 -3 -2 6007
-3 -3 -3 -3 -3 6015
-3 -2 -2 -1 -3 6143
3 -2 -1 -1 1 7936
2 -2 -1 -1 0 7937
2 -3 -2 -1 0 7939
2 -3 -1 -2 0 7941
1 -3 -2 -1 -1 7943
1 -3 -1 -1 -2 7951
1 -3 -2 -2 -2 7959
0 -3 -2 -2 -3 7967
-1 -3 -2 -1 -3 7999
-1 -3 -1 -2 -3 8031
-2 -3 -2 -1 -3 8063
-2 -2 -1 -1 -3 8191
1 1 -1 1 2 8192
0 1 -2 1 2 8224
-1 1 -2 2 2 8226
-1 2 -2 1 2 8240
-2 1 -3 2 2 8242
-2 1 -3 1 1 8243
-1 2 -1 2 2 8352
-2 1 -2 3 2 8354
-2 1 -1 3 1 8362
-2 3 -2 1 2 8368
-3 1 -3 3 2 8370
-3 1 -3 1 0 8371
-3 1 -2 3 1 8378
-3 1 -2 2 0 8379
-2 3 -1 1 1 8432
-3 3 -2 1 1 8434
-3 2 -2 1 0 8435
-3 2 -1 2 0 8442
-3 1 -2 1 -1 8443
-3 1 -1 1 -2 8447
1 0 -2 1 2 8704
1 -1 -2 2 2 8706
1 1 -2 2 2 8736
-2 0 -3 3 2 8738
-1 -1 -3 2 1 8739
-1 -1 -2 3 1 8746
-2 -2 -3 3 0 8747
-1 1 -3 2 1 8754
-2 0 -3 1 0 8755
-2 -1 -3 2 0 8763
-1 1 -2 3 1 8866
-2 0 -2 3 1 8874
-2 -1 -2 3 0 8875
-2 1 -3 3 1 8882
-2 1 -3 2 0 8883
-2 1 -2 3 0 8890
-3 -2 -3 3 -1 8891
-3 -1 -2 2 -2 8895
-3 1 -2 2 -2 8955
-3 0 -2 1 -2 8959
2 -1 -2 1 2 8960
1 -2 -3 2 2 8962
1 -2 -3 1 1 8963
1 -1 -3 2 1 8994
0 -2 -3 1 0 8995
-1 -2 -3 2 0 9003
-1 -1 -3 1 0 9011
-2 -2 -3 2 -1 9019
-2 -2 -3 1 -2 9023
-2 -1 -3 2 -2 9147
-3 -2 -3 1 -3 9151
-3 -1 -2 1 -3 9215
2 -1 -1 2 2 10752
1 -2 -2 3 2 10754
1 -2 -1 3 1 10762
1 -1 -2 3 1 10786
0 -2 -2 3 1 10794
-1 -2 -2 3 0 10795
-1 -1 -1 3 0 10922
-2 -2 -2 3 -1 10923
-2 -2 -1 3 -2 10927
-2 -1 -2 3 -2 10939
-3 -2 -2 3 -2 10943
-3 -1 -1 2 -3 11007
2 -1 -1 1 1 11008
1 -3 -3 3 2 11010
1 -3 -3 1 0 11011
1 -3 -2 3 1 11018
1 -3 -2 2 0 11019
1 -2 -3 3 1 11042
1 -2 -3 2 0 11043
1 -2 -2 3 0 11050
-2 -3 -3 3 -1 11051
-1 -3 -2 2 -2 11055
-1 -2 -3 2 -2 11067
-2 -3 -3 1 -3 11071
-1 -2 -2 3 -2 11179
-2 -3 -2 3 -2 11183
-2 -2 -3 3 -2 11195
-3 -3 -3 1 -3 11199
-3 -2 -2 1 -3 11263
3 -2 -1 1 1 12032
2 -2 -1 1 0 12034
2 -3 -2 1 0 12035
2 -3 -1 2 0 12042
1 -3 -2 1 -1 12043
1 -3 -1 1 -2 12047
1 -3 -2 2 -2 12075
0 -3 -2 1 -2 12079
-1 -3 -2 1 -3 12095
-1 -3 -1 2 -3 12207
-2 -3 -2 1 -3 12223
-2 -2 -1 1 -3 12287
1 1 -2 0 2 12288
1 2 -2 -1 2 12304
1 2 -2 1 2 12320
-2 3 -3 0 2 12336
-1 2 -3 -1 1 12337
-1 2 -3 1 1 12338
-2 1 -3 0 0 12339
-1 3 -2 -1 1 12400
-2 3 -3 -2 0 12401
-2 2 -3 -1 0 12403
-1 3 -2 1 1 12464
-2 3 -3 1 1 12466
-2 2 -3 1 0 12467
-2 3 -2 0 1 12528
-2 3 -2 -1 0 12529
-2 3 -2 1 0 12530
-3 1 -3 0 -1 12531
-3 2 -2 -1 -2 12535
-3 2 -2 1 -2 12539
-3 1 -2 0 -2 12543
2 1 -2 -1 2 12544
1 1 -3 -1 2 12560
1 1 -3 -2 1 12561
1 2 -3 -1 1 12592
0 1 -3 -2 0 12593
-1 1 -3 -1 0 12595
-1 2 -3 -2 0 12657
-2 1 -3 -1 -1 12659
-2 1 -3 -2 -2 12663
-2 2 -3 -1 -2 12787
-3 1 -3 -2 -3 12791
-3 1 -2 -1 -3 12799
2 1 -2 1 2 12800
1 1 -3 1 2 12832
1 1 -3 2 1 12834
1 2 -3 1 1 12848
0 1 -3 1 1 12850
-1 1 -3 1 0 12851
-1 2 -3 2 0 12978
-2 1 -3 1 -1 12979
-2 1 -3 2 -2 12987
-2 2 -3 1 -2 13043
-3 1 -3 1 -2 13051
-3 1 -2 1 -3 13055
1 0 -3 0 2 13056
2 -1 -3 -1 1 13057
2 -1 -3 1 1 13058
1 -2 -3 0 0 13059
2 1 -3 -1 1 13072
1 0 -3 -2 0 13073
1 -1 -3 -1 0 13075
2 1 -3 1 1 13088
1 0 -3 1 1 13090
1 -1 -3 1 0 13091
1 1 -3 0 1 13104
1 1 -3 -1 0 13105
1 1 -3 1 0 13106
-2 0 -3 0 -1 13107
-1 -1 -3 -1 -2 13111
-1 -1 -3 1 -2 13115
-2 -2 -3 0 -3 13119
-1 1 -3 -1 -2 13171
-2 0 -3 -2 -3 13175
-2 -1 -3 -1 -3 13183
-1 1 -3 1 -2 13235
-2 0 -3 1 -2 13243
-2 -1 -3 1 -3 13247
-2 1 -3 0 -2 13299
-2 1 -3 -1 -3 13303
-2 1 -3 1 -3 13307
-3 -2 -3 0 -3 13311
3 -1 -2 -1 1 14080
2 -1 -2 -1 0 14081
2 -2 -3 -1 0 14083
2 -1 -3 -2 0 14097
1 -2 -3 -1 -1 14099
1 -2 -3 -2 -2 14103
1 -1 -3 -1 -2 14131
0 -2 -3 -2 -3 14135
-1 -2 -3 -1 -3 14143
-1 -1 -3 -2 -3 14199
-2 -2 -3 -1 -3 14207
-2 -1 -2 -1 -3 14335
3 -1 -2 1 1 15104
2 -1 -2 1 0 15106
2 -2 -3 1 0 15107
2 -1 -3 2 0 15138
1 -2 -3 1 -1 15139
1 -2 -3 2 -2 15147
1 -1 -3 1 -2 15155
0 -2 -3 1 -2 15163
-1 -2 -3 1 -3 15167
-1 -1 -3 2 -3 15291
-2 -2 -3 1 -3 15295
-2 -1 -2 1 -3 15359
2 -1 -1 0 0 16128
3 -2 -2 -1 0 16129
3 -2 -2 1 0 16130
1 -3 -3 0 -1 16131
2 -3 -2 -1 -2 16135
2 -3 -2 1 -2 16139
1 -3 -2 0 -2 16143
2 -2 -3 -1 -2 16147
1 -3 -3 -2 -3 16151
1 -3 -2 -1 -3 16159
2 -2 -3 1 -2 16163
1 -3 -3 1 -2 16171
1 -3 -2 1 -3 16175
1 -2 -3 0 -2 16179
1 -2 -3 -1 -3 16183
1 -2 -3 1 -3 16187
-2 -3 -3 0 -3 16191
-1 -2 -2 -1 -3 16255
-1 -2 -2 1 -3 16319
-2 -2 -2 0 -3 16383
1 1 1 -1 2 16384
0 1 1 -2 2 16448
-1 1 2 -2 2 16452
-1 2 1 -2 2 16464
-2 1 2 -3 2 16468
-2 1 1 -3 1 16469
-1 2 2 -1 2 16576
-2 1 3 -2 2 16580
-2 1 3 -1 1 16588
-2 3 1 -2 2 16592
-3 1 3 -3 2 16596
-3 1 1 -3 0 16597
-3 1 3 -2 1 16604
-3 1 2 -2 0 16605
-2 3 1 -1 1 16624
-3 3 1 -2 1 16628
-3 2 1 -2 0 16629
-3 2 2 -1 0 16636
-3 1 1 -2 -1 16637
-3 1 1 -1 -2 16639
1 0 1 -2 2 17408
1 -1 2 -2 2 17412
1 1 2 -2 2 17472
-2 0 3 -3 2 17476
-1 -1 2 -3 1 17477
-1 -1 3 -2 1 17484
-2 -2 3 -3 0 17485
-1 1 2 -3 1 17492
-2 0 1 -3 0 17493
-2 -1 2 -3 0 17501
-1 1 3 -2 1 17604
-2 0 3 -2 1 17612
-2 -1 3 -2 0 17613
-2 1 3 -3 1 17620
-2 1 2 -3 0 17621
-2 1 3 -2 0 17628
-3 -2 3 -3 -1 17629
-3 -1 2 -2 -2 17631
-3 1 2 -2 -2 17661
-3 0 1 -2 -2 17663
2 -1 1 -2 2 17664
1 -2 2 -3 2 17668
1 -2 1 -3 1 17669
1 -1 2 -3 1 17732
0 -2 1 -3 0 17733
-1 -2 2 -3 0 17741
-1 -1 1 -3 0 17749
-2 -2 2 -3 -1 17757
-2 -2 1 -3 -2 17759
-2 -1 2 -3 -2 17885
-3 -2 1 -3 -3 17887
-3 -1 1 -2 -3 17919
2 -1 2 -1 2 19456
1 -2 3 -2 2 19460
1 -2 3 -1 1 19468
1 -1 3 -2 1 19524
0 -2 3 -2 1 19532
-1 -2 3 -2 0 19533
-1 -1 3 -1 0 19660
-2 -2 3 -2 -1 19661
-2 -2 3 -1 -2 19663
-2 -1 3 -2 -2 19677
-3 -2 3 -2 -2 19679
-3 -1 2 -1 -3 19711
2 -1 1 -1 1 19712
1 -3 3 -3 2 19716
1 -3 1 -3 0 19717
1 -3 3 -2 1 19724
1 -3 2 -2 0 19725
1 -2 3 -3 1 19780
1 -2 2 -3 0 19781
1 -2 3 -2 0 19788
-2 -3 3 -3 -1 19789
-1 -3 2 -2 -2 19791
-1 -2 2 -3 -2 19805
-2 -3 1 -3 -3 19807
-1 -2 3 -2 -2 19917
-2 -3 3 -2 -2 19919
-2 -2 3 -3 -2 19933
-3 -3 1 -3 -3 19935
-3 -2 1 -2 -3 19967
3 -2 1 -1 1 20224
2 -2 1 -1 0 20228
2 -3 1 -2 0 20229
2 -3 2 -1 0 20236
1 -3 1 -2 -1 20237
1 -3 1 -1 -2 20239
1 -3 2 -2 -2 20301
0 -3 1 -2 -2 20303
-1 -3 1 -2 -3 20319
-1 -3 2 -1 -3 20431
-2 -3 1 -2 -3 20447
-2 -2 1 -1 -3 20479
1 1 0 -2 2 20480
1 2 -1 -2 2 20496
1 2 1 -2 2 20544
-2 3 0 -3 2 20560
-1 2 -1 -3 1 20561
-1 2 1 -3 1 20564
-2 1 0 -3 0 20565
-1 3 -1 -2 1 20592
-2 3 -2 -3 0 20593
-2 2 -1 -3 0 20597
-1 3 1 -2 1 20688
-2 3 1 -3 1 20692
-2 2 1 -3 0 20693
-2 3 0 -2 1 20720
-2 3 -1 -2 0 20721
-2 3 1 -2 0 20724
-3 1 0 -3 -1 20725
-3 2 -1 -2 -2 20727
-3 2 1 -2 -2 20733
-3 1 0 -2 -2 20735
2 1 -1 -2 2 20736
1 1 -1 -3 2 20752
1 1 -2 -3 1 20753
1 2 -1 -3 1 20816
0 1 -2 -3 0 20817
-1 1 -1 -3 0 20821
-1 2 -2 -3 0 20849
-2 1 -1 -3 -1 20853
-2 1 -2 -3 -2 20855
-2 2 -1 -3 -2 20981
-3 1 -2 -3 -3 20983
-3 1 -1 -2 -3 20991
2 1 1 -2 2 21504
1 1 1 -3 2 21568
1 1 2 -3 1 21572
1 2 1 -3 1 21584
0 1 1 -3 1 21588
-1 1 1 -3 0 21589
-1 2 2 -3 0 21716
-2 1 1 -3 -1 21717
-2 1 2 -3 -2 21725
-2 2 1 -3 -2 21749
-3 1 1 -3 -2 21757
-3 1 1 -2 -3 21759
1 0 0 -3 2 21760
2 -1 -1 -3 1 21761
2 -1 1 -3 1 21764
1 -2 0 -3 0 21765
2 1 -1 -3 1 21776
1 0 -2 -3 0 21777
1 -1 -1 -3 0 21781
2 1 1 -3 1 21824
1 0 1 -3 1 21828
1 -1 1 -3 0 21829
1 1 0 -3 1 21840
1 1 -1 -3 0 21841
1 1 1 -3 0 21844
-2 0 0 -3 -1 21845
-1 -1 -1 -3 -2 21847
-1 -1 1 -3 -2 21853
-2 -2 0 -3 -3 21855
-1 1 -1 -3 -2 21877
-2 0 -2 -3 -3 21879
-2 -1 -1 -3 -3 21887
-1 1 1 -3 -2 21973
-2 0 1 -3 -2 21981
-2 -1 1 -3 -3 21983
-2 1 0 -3 -2 22005
-2 1 -1 -3 -3 22007
-2 1 1 -3 -3 22013
-3 -2 0 -3 -3 22015
3 -1 -1 -2 1 22272
2 -1 -1 -2 0 22273
2 -2 -1 -3 0 22277
2 -1 -2 -3 0 22289
1 -2 -1 -3 -1 22293
1 -2 -2 -3 -2 22295
1 -1 -1 -3 -2 22357
0 -2 -2 -3 -3 22359
-1 -2 -1 -3 -3 22367
-1 -1 -2 -3 -3 22391
-2 -2 -1 -3 -3 22399
-2 -1 -1 -2 -3 22527
3 -1 1 -2 1 23808
2 -1 1 -2 0 23812
2 -2 1 -3 0 23813
2 -1 2 -3 0 23876
1 -2 1 -3 -1 23877
1 -2 2 -3 -2 23885
1 -1 1 -3 -2 23893
0 -2 1 -3 -2 23901
-1 -2 1 -3 -3 23903
-1 -1 2 -3 -3 24029
-2 -2 1 -3 -3 24031
-2 -1 1 -2 -3 24063
2 -1 0 -1 0 24320
3 -2 -1 -2 0 24321
3 -2 1 -2 0 24324
1 -3 0 -3 -1 24325
2 -3 -1 -2 -2 24327
2 -3 1 -2 -2 24333
1 -3 0 -2 -2 24335
2 -2 -1 -3 -2 24341
1 -3 -2 -3 -3 24343
1 -3 -1 -2 -3 24351
2 -2 1 -3 -2 24389
1 -3 1 -3 -2 24397
1 -3 1 -2 -3 24399
1 -2 0 -3 -2 24405
1 -2 -1 -3 -3 24407
1 -2 1 -3 -3 24413
-2 -3 0 -3 -3 24415
-1 -2 -1 -2 -3 24447
-1 -2 1 -2 -3 24543
-2 -2 0 -2 -3 24575
2 2 -1 -1 2 28672
1 2 -1 -1 1 28688
1 3 -2 -1 1 28720
1 3 -1 -2 1 28752
0 2 -1 -1 0 28784
-1 3 -2 -2 0 28785
-1 3 -1 -1 0 28912
-2 3 -2 -2 -1 28913
-2 3 -2 -1 -2 28915
-2 3 -1 -2 -2 28917
-3 3 -2 -2 -2 28919
-3 2 -1 -1 -3 28927
2 1 -1 -1 1 28928
1 1 -1 -1 0 28944
1 1 -3 -3 0 28945
1 2 -2 -1 0 28976
1 2 -3 -2 0 28977
1 2 -1 -2 0 29008
1 2 -2 -3 0 29009
1 3 -2 -2 0 29040
-2 3 -3 -3 -1 29041
-1 2 -3 -2 -2 29043
-1 2 -2 -3 -2 29045
-2 1 -3 -3 -3 29047
-1 3 -2 -2 -2 29169
-2 3 -3 -2 -2 29171
-2 3 -2 -3 -2 29173
-3 1 -3 -3 -3 29175
-3 1 -2 -2 -3 29183
3 1 -2 -1 1 29440
2 1 -2 -1 0 29456
2 1 -3 -2 0 29457
2 2 -3 -1 0 29488
1 1 -3 -2 -1 29489
1 1 -3 -1 -2 29491
1 2 -3 -2 -2 29553
0 1 -3 -2 -2 29555
-1 1 -3 -2 -3 29559
-1 2 -3 -1 -3 29683
-2 1 -3 -2 -3 29687
-2 1 -2 -1 -3 29695
3 1 -1 -2 1 29952
